hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,customer_type,country,adr,total_nights,revenue,deposit_type,distribution_channel,market_segment
City Hotel,1,109,2015,6,2,1,Transient,AUS,105.42,3,0.0,No Deposit,TA/TO,Direct
City Hotel,0,53,2016,9,1,1,Transient,ITA,73.63,2,147.26,No Deposit,TA/TO,Online TA
City Hotel,1,514,2016,8,2,1,Transient,GBR,111.61,3,0.0,No Deposit,TA/TO,Aviation
City Hotel,1,593,2016,10,2,4,Transient,GBR,127.62,6,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,63,2015,4,0,0,Transient-Party,GBR,64.38,1,64.38,No Deposit,TA/TO,Online TA
City Hotel,0,80,2016,7,0,2,Contract,AUT,86.49,2,172.99,No Deposit,TA/TO,Online TA
City Hotel,0,3,2015,9,3,2,Transient,PRT,136.94,5,684.72,No Deposit,TA/TO,Online TA
City Hotel,0,67,2017,8,1,1,Group,GBR,70.58,2,141.15,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,71,2015,7,2,2,Transient,PRT,145.42,4,581.69,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,113,2016,4,0,2,Transient,BEL,61.35,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,132,2015,5,1,0,Transient,PRT,111.18,1,111.18,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,84,2017,3,2,0,Group,FRA,96.82,2,0.0,Refundable,TA/TO,Online TA
City Hotel,0,6,2015,5,0,1,Contract,ESP,58.11,1,58.11,No Deposit,TA/TO,Online TA
City Hotel,0,44,2017,8,3,3,Group,PRT,91.09,6,546.51,No Deposit,Direct,Direct
Resort Hotel,1,84,2017,2,0,0,Transient,CHN,104.21,1,0.0,Non Refund,TA/TO,Offline TA/TO
City Hotel,1,93,2016,7,0,0,Transient-Party,GBR,106.09,1,0.0,No Deposit,TA/TO,Groups
City Hotel,0,364,2015,4,3,0,Transient-Party,POL,40.22,3,120.66,No Deposit,Corporate,Corporate
City Hotel,0,560,2017,11,0,3,Transient,DEU,65.24,3,195.73,Non Refund,TA/TO,Online TA
Resort Hotel,0,462,2017,6,0,0,Transient,AUS,77.54,1,77.54,No Deposit,TA/TO,Aviation
Resort Hotel,0,2,2015,4,0,1,Transient,PRT,97.21,1,97.21,No Deposit,TA/TO,Direct
City Hotel,0,47,2016,5,2,3,Transient,PRT,142.59,5,712.96,No Deposit,TA/TO,Corporate
City Hotel,0,150,2016,12,0,2,Transient,PRT,113.97,2,227.93,No Deposit,TA/TO,Online TA
City Hotel,1,132,2015,8,1,2,Transient,ESP,78.12,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,78,2016,1,1,0,Transient,GBR,100.07,1,100.07,No Deposit,TA/TO,Online TA
City Hotel,0,31,2015,7,2,0,Transient,GBR,113.02,2,226.04,No Deposit,TA/TO,Online TA
City Hotel,0,190,2015,6,0,2,Transient,AUS,114.71,2,229.43,No Deposit,TA/TO,Groups
City Hotel,0,60,2016,4,1,2,Transient,NLD,85.88,3,257.63,No Deposit,TA/TO,Groups
City Hotel,0,36,2016,10,2,0,Transient,BEL,129.63,2,259.26,No Deposit,TA/TO,Online TA
City Hotel,0,412,2016,7,0,1,Transient-Party,NLD,114.56,1,114.56,No Deposit,TA/TO,Online TA
City Hotel,1,70,2015,8,2,0,Transient,GBR,123.56,2,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,33,2015,3,0,1,Transient,PRT,79.74,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,31,2016,1,2,0,Transient,FRA,113.79,2,227.58,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,46,2016,4,2,4,Contract,PRT,85.09,6,510.55,No Deposit,TA/TO,Groups
City Hotel,1,411,2015,12,0,3,Transient,ESP,57.4,3,0.0,No Deposit,TA/TO,Complementary
City Hotel,0,149,2015,11,0,3,Transient,POL,51.52,3,154.57,No Deposit,TA/TO,Direct
City Hotel,0,490,2015,12,2,0,Transient,CHE,67.47,2,134.95,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,5,2015,8,1,0,Transient,GBR,133.41,1,133.41,No Deposit,Direct,Online TA
Resort Hotel,0,87,2015,4,2,1,Transient,IRL,112.25,3,336.76,Non Refund,TA/TO,Corporate
City Hotel,0,13,2016,7,1,0,Transient,PRT,155.97,1,155.97,Non Refund,TA/TO,Offline TA/TO
Resort Hotel,0,40,2015,11,3,2,Transient,GBR,125.33,5,626.66,Refundable,Direct,Offline TA/TO
City Hotel,0,9,2016,6,1,1,Transient,FRA,53.86,2,107.71,No Deposit,TA/TO,Corporate
City Hotel,0,14,2017,12,2,0,Transient,ESP,90.22,2,180.43,No Deposit,TA/TO,Online TA
City Hotel,0,9,2016,11,1,2,Transient,DEU,140.29,3,420.87,Non Refund,GDS,Online TA
City Hotel,0,48,2016,6,0,2,Contract,GBR,97.61,2,195.22,No Deposit,TA/TO,Online TA
Resort Hotel,0,131,2017,1,2,3,Transient,DEU,78.43,5,392.15,No Deposit,TA/TO,Groups
City Hotel,1,19,2015,11,2,1,Transient,PRT,111.09,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,1,2015,1,0,0,Transient,PRT,121.39,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,171,2017,7,0,1,Transient,ESP,139.44,1,0.0,No Deposit,TA/TO,Corporate
City Hotel,0,10,2015,12,0,3,Contract,PRT,125.35,3,376.04,No Deposit,TA/TO,Online TA
Resort Hotel,0,329,2017,11,0,0,Transient,ESP,16.17,1,16.17,No Deposit,TA/TO,Online TA
Resort Hotel,0,34,2017,7,0,2,Contract,PRT,52.22,2,104.44,No Deposit,TA/TO,Direct
Resort Hotel,1,222,2016,5,2,2,Group,DEU,84.56,4,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,39,2015,8,0,5,Transient,GBR,126.33,5,631.67,No Deposit,TA/TO,Online TA
City Hotel,0,428,2015,8,1,0,Transient,AUT,72.88,1,72.88,No Deposit,Direct,Offline TA/TO
City Hotel,0,85,2015,8,2,1,Transient,PRT,91.59,3,274.77,No Deposit,TA/TO,Corporate
City Hotel,0,342,2017,11,1,0,Transient,ESP,97.26,1,97.26,No Deposit,Direct,Online TA
City Hotel,1,41,2017,5,2,1,Transient,DEU,97.19,3,0.0,Non Refund,TA/TO,Online TA
Resort Hotel,0,137,2015,5,0,0,Contract,FRA,53.78,1,53.78,No Deposit,TA/TO,Groups
City Hotel,0,364,2017,6,2,2,Transient,BRA,97.41,4,389.62,Non Refund,GDS,Online TA
City Hotel,0,28,2015,5,1,0,Transient,FRA,76.5,1,76.5,No Deposit,TA/TO,Online TA
Resort Hotel,1,92,2017,7,3,0,Transient,FRA,73.57,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,54,2016,1,2,0,Transient,ITA,81.06,2,162.12,Non Refund,GDS,Complementary
City Hotel,0,63,2015,3,0,0,Contract,PRT,118.19,1,118.19,No Deposit,TA/TO,Online TA
City Hotel,0,137,2017,4,0,1,Transient,ESP,89.58,1,89.58,No Deposit,TA/TO,Complementary
Resort Hotel,0,72,2016,11,0,2,Transient,PRT,128.15,2,256.29,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,79,2016,4,0,0,Transient,AUT,159.06,1,0.0,No Deposit,TA/TO,Groups
Resort Hotel,0,35,2017,12,3,0,Transient,NLD,46.3,3,138.9,Non Refund,TA/TO,Online TA
City Hotel,0,37,2016,2,2,0,Transient,ESP,138.23,2,276.45,No Deposit,TA/TO,Online TA
City Hotel,0,356,2017,11,0,1,Transient,PRT,136.22,1,136.22,No Deposit,TA/TO,Online TA
City Hotel,0,83,2015,8,0,1,Transient,ESP,119.3,1,119.3,No Deposit,TA/TO,Direct
City Hotel,0,0,2015,8,3,0,Transient-Party,IRL,107.72,3,323.15,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,19,2017,1,1,0,Transient,IRL,126.25,1,126.25,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,38,2016,4,0,2,Transient,PRT,106.72,2,213.45,No Deposit,TA/TO,Groups
Resort Hotel,1,3,2017,10,1,3,Transient,PRT,76.58,4,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,85,2016,5,1,0,Transient-Party,DEU,150.97,1,150.97,No Deposit,TA/TO,Groups
City Hotel,0,6,2016,6,1,0,Transient-Party,ITA,76.87,1,76.87,No Deposit,TA/TO,Online TA
City Hotel,0,35,2015,1,2,0,Group,BRA,84.03,2,168.07,No Deposit,TA/TO,Online TA
City Hotel,0,169,2016,1,2,0,Transient,CHE,148.79,2,297.58,No Deposit,TA/TO,Online TA
Resort Hotel,0,20,2015,6,0,0,Transient-Party,NLD,89.19,1,89.19,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,166,2017,1,2,0,Transient,ESP,104.01,2,208.02,No Deposit,TA/TO,Groups
City Hotel,1,30,2015,9,0,3,Transient-Party,ESP,80.97,3,0.0,No Deposit,TA/TO,Direct
City Hotel,0,14,2017,6,2,0,Transient,PRT,73.07,2,146.14,No Deposit,Direct,Online TA
City Hotel,0,8,2017,7,1,0,Transient,FRA,92.4,1,92.4,No Deposit,Direct,Online TA
City Hotel,0,340,2017,8,0,2,Transient,NOR,92.1,2,184.2,No Deposit,TA/TO,Online TA
Resort Hotel,0,116,2016,6,2,0,Transient-Party,USA,123.41,2,246.82,No Deposit,TA/TO,Online TA
City Hotel,0,1,2016,3,0,0,Transient,GBR,61.98,1,61.98,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,42,2015,9,3,0,Transient-Party,PRT,85.6,3,0.0,No Deposit,TA/TO,Direct
City Hotel,0,79,2016,7,2,0,Transient-Party,SWE,113.29,2,226.57,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,21,2015,11,1,0,Transient,ESP,136.13,1,136.13,No Deposit,TA/TO,Online TA
City Hotel,0,209,2017,8,0,0,Group,PRT,77.03,1,77.03,No Deposit,TA/TO,Online TA
City Hotel,0,99,2017,5,1,1,Contract,USA,110.45,2,220.91,No Deposit,TA/TO,Online TA
City Hotel,0,8,2015,3,0,2,Transient,PRT,72.63,2,145.26,No Deposit,TA/TO,Online TA
City Hotel,1,83,2017,1,1,0,Transient,PRT,130.91,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,194,2017,9,0,0,Transient,PRT,88.51,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,257,2016,5,2,0,Transient,PRT,44.36,2,88.72,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,1,2016,9,1,0,Transient,ITA,137.77,1,137.77,No Deposit,TA/TO,Online TA
Resort Hotel,0,57,2016,4,3,0,Transient,ESP,173.98,3,521.93,No Deposit,Corporate,Online TA
Resort Hotel,0,188,2016,11,1,2,Transient,PRT,86.31,3,258.93,No Deposit,TA/TO,Online TA
City Hotel,0,174,2017,5,1,0,Transient,PRT,107.03,1,107.03,No Deposit,TA/TO,Groups
City Hotel,1,59,2016,6,0,1,Transient,FRA,83.86,1,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,166,2017,8,0,0,Transient,PRT,114.0,1,114.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,76,2016,3,1,4,Transient,NLD,154.18,5,770.92,No Deposit,TA/TO,Online TA
City Hotel,0,2,2015,10,1,1,Transient,GBR,143.36,2,286.73,No Deposit,GDS,Online TA
City Hotel,0,86,2015,4,1,4,Transient,NLD,113.98,5,569.92,No Deposit,TA/TO,Groups
City Hotel,1,67,2016,8,2,1,Transient-Party,BRA,120.81,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,22,2017,8,2,2,Transient-Party,GBR,112.97,4,451.89,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,17,2015,7,2,0,Transient,ESP,67.94,2,135.88,No Deposit,TA/TO,Direct
City Hotel,0,110,2015,5,1,1,Contract,PRT,125.48,2,250.96,Non Refund,Direct,Corporate
City Hotel,1,294,2017,7,0,0,Transient,PRT,86.68,1,0.0,Refundable,TA/TO,Corporate
Resort Hotel,0,0,2017,9,0,1,Transient,PRT,79.79,1,79.79,No Deposit,TA/TO,Online TA
City Hotel,0,26,2015,11,2,1,Transient,DEU,46.04,3,138.13,Non Refund,TA/TO,Direct
Resort Hotel,0,2,2015,3,1,4,Transient,CHN,139.86,5,699.31,No Deposit,Corporate,Online TA
City Hotel,0,8,2017,7,0,0,Contract,BEL,62.05,1,62.05,Non Refund,Direct,Online TA
City Hotel,0,170,2015,4,1,2,Transient,AUS,111.25,3,333.76,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,22,2015,7,2,2,Transient,CHE,94.99,4,379.95,No Deposit,Direct,Offline TA/TO
City Hotel,0,20,2015,11,1,2,Transient,GBR,91.45,3,274.36,No Deposit,TA/TO,Online TA
Resort Hotel,1,4,2016,9,1,0,Transient,FRA,176.06,1,0.0,Non Refund,TA/TO,Groups
City Hotel,0,53,2015,2,0,1,Transient,GBR,106.93,1,106.93,No Deposit,TA/TO,Groups
Resort Hotel,0,3,2015,3,2,0,Transient-Party,DEU,115.81,2,231.62,No Deposit,TA/TO,Corporate
Resort Hotel,0,327,2017,10,1,0,Transient,ITA,110.36,1,110.36,Refundable,TA/TO,Corporate
City Hotel,0,122,2015,5,1,1,Transient,FRA,144.38,2,288.76,No Deposit,TA/TO,Aviation
Resort Hotel,1,158,2015,5,1,1,Transient,NLD,86.22,2,0.0,No Deposit,Direct,Offline TA/TO
City Hotel,0,31,2017,9,1,1,Transient,BEL,169.0,2,338.0,No Deposit,TA/TO,Online TA
City Hotel,0,5,2016,7,0,2,Transient,DEU,100.76,2,201.52,Non Refund,Direct,Online TA
City Hotel,0,107,2017,6,0,3,Transient,RUS,90.53,3,271.6,No Deposit,TA/TO,Online TA
Resort Hotel,0,130,2015,10,0,4,Contract,NLD,74.1,4,296.4,No Deposit,TA/TO,Online TA
City Hotel,0,93,2015,8,3,0,Transient,PRT,61.24,3,183.72,No Deposit,TA/TO,Online TA
Resort Hotel,0,59,2016,7,2,0,Transient,PRT,57.85,2,115.7,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,12,2016,8,0,2,Group,CHE,77.64,2,155.28,No Deposit,TA/TO,Online TA
Resort Hotel,1,16,2016,8,2,0,Transient,BEL,105.67,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,0,2015,7,1,3,Transient,BRA,106.13,4,0.0,Non Refund,TA/TO,Offline TA/TO
City Hotel,1,82,2015,10,2,1,Transient,CHN,117.57,3,0.0,No Deposit,Direct,Complementary
Resort Hotel,0,179,2017,9,1,1,Transient,PRT,153.43,2,306.85,Non Refund,TA/TO,Offline TA/TO
City Hotel,0,53,2016,4,0,0,Transient,ROU,125.99,1,125.99,No Deposit,TA/TO,Online TA
City Hotel,0,23,2016,7,1,3,Transient,GBR,116.92,4,467.69,No Deposit,TA/TO,Corporate
Resort Hotel,0,53,2017,2,2,1,Transient,CHE,77.65,3,232.95,No Deposit,TA/TO,Online TA
Resort Hotel,0,171,2015,10,2,2,Transient,ITA,174.04,4,696.17,Non Refund,Direct,Direct
City Hotel,0,15,2017,4,0,2,Transient,GBR,128.23,2,256.46,No Deposit,TA/TO,Online TA
City Hotel,0,688,2016,2,1,0,Transient,GBR,107.66,1,107.66,No Deposit,TA/TO,Aviation
City Hotel,0,72,2015,8,0,0,Transient,POL,84.22,1,84.22,No Deposit,TA/TO,Corporate
Resort Hotel,0,71,2017,6,1,5,Transient,RUS,58.1,6,348.58,No Deposit,TA/TO,Online TA
Resort Hotel,1,101,2016,7,2,2,Transient,USA,94.4,4,0.0,Non Refund,TA/TO,Offline TA/TO
City Hotel,1,320,2015,2,1,0,Transient,IRL,97.89,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,47,2016,4,1,2,Transient,GBR,149.92,3,0.0,Non Refund,Corporate,Online TA
City Hotel,0,199,2016,1,1,2,Contract,GBR,113.24,3,339.73,No Deposit,TA/TO,Online TA
City Hotel,1,250,2015,12,0,3,Transient,BRA,116.83,3,0.0,No Deposit,Corporate,Online TA
City Hotel,1,489,2017,10,1,0,Transient,FRA,100.2,1,0.0,No Deposit,TA/TO,Direct
City Hotel,1,23,2017,3,2,1,Transient,AUT,142.73,3,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,11,2016,10,0,2,Contract,ITA,118.99,2,237.99,No Deposit,TA/TO,Corporate
City Hotel,0,77,2015,11,2,0,Contract,SWE,114.67,2,229.35,No Deposit,GDS,Online TA
Resort Hotel,0,69,2016,8,3,1,Transient,PRT,84.82,4,339.26,No Deposit,TA/TO,Online TA
Resort Hotel,0,4,2016,6,0,0,Transient,ESP,125.77,1,125.77,No Deposit,TA/TO,Online TA
City Hotel,1,81,2015,6,1,0,Transient,FRA,131.8,1,0.0,No Deposit,TA/TO,Direct
City Hotel,0,154,2015,7,0,0,Transient,FRA,106.02,1,106.02,No Deposit,TA/TO,Direct
Resort Hotel,1,157,2016,10,1,0,Transient,PRT,114.09,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,596,2017,10,0,1,Contract,DEU,147.48,1,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,204,2015,8,0,3,Transient-Party,PRT,98.5,3,0.0,No Deposit,Corporate,Online TA
City Hotel,1,512,2017,5,3,1,Transient,GBR,147.52,4,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,170,2016,3,2,1,Transient,ESP,124.34,3,0.0,No Deposit,Corporate,Offline TA/TO
Resort Hotel,0,29,2017,7,2,0,Transient,GBR,103.38,2,206.75,No Deposit,TA/TO,Direct
City Hotel,0,12,2017,1,2,2,Transient,ITA,43.53,4,174.12,Non Refund,TA/TO,Online TA
Resort Hotel,0,21,2015,7,1,1,Transient,NLD,83.59,2,167.17,No Deposit,TA/TO,Online TA
City Hotel,0,167,2016,11,0,0,Transient,FRA,153.48,1,153.48,No Deposit,TA/TO,Online TA
City Hotel,1,507,2016,9,0,0,Transient,FRA,62.45,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,33,2016,9,1,3,Transient,GBR,46.01,4,184.02,Non Refund,TA/TO,Groups
City Hotel,0,66,2016,7,1,5,Transient,FRA,121.52,6,729.1,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,47,2017,7,1,2,Transient,PRT,140.95,3,422.86,No Deposit,TA/TO,Online TA
City Hotel,0,70,2016,1,0,1,Transient,IRL,168.28,1,168.28,No Deposit,TA/TO,Online TA
Resort Hotel,0,385,2016,3,2,0,Transient,PRT,150.3,2,300.6,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,460,2016,6,1,3,Transient,IRL,105.97,4,0.0,No Deposit,TA/TO,Direct
City Hotel,0,30,2017,6,2,1,Transient,DEU,65.21,3,195.64,No Deposit,Direct,Offline TA/TO
Resort Hotel,0,16,2015,5,1,2,Transient,ESP,18.23,3,54.69,Non Refund,TA/TO,Online TA
City Hotel,1,168,2016,10,0,0,Transient,FRA,92.49,1,0.0,Non Refund,TA/TO,Online TA
Resort Hotel,0,6,2015,8,0,2,Transient,AUT,134.13,2,268.26,No Deposit,Direct,Direct
Resort Hotel,0,51,2015,6,0,3,Transient,ESP,146.41,3,439.22,No Deposit,TA/TO,Groups
City Hotel,0,141,2016,6,1,1,Transient,PRT,65.04,2,130.09,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,263,2015,6,0,1,Transient,PRT,107.56,1,107.56,No Deposit,Direct,Online TA
Resort Hotel,1,98,2017,7,3,4,Transient,GBR,125.17,7,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,0,179,2016,9,0,5,Transient,PRT,59.01,5,295.03,No Deposit,TA/TO,Corporate
City Hotel,0,124,2015,10,2,1,Transient,GBR,132.18,3,396.55,No Deposit,TA/TO,Online TA
City Hotel,1,380,2016,4,1,1,Transient,PRT,66.36,2,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,176,2016,8,0,2,Transient,FRA,100.8,2,201.61,No Deposit,TA/TO,Groups
Resort Hotel,0,131,2015,6,2,1,Transient,FRA,88.79,3,266.37,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,153,2015,10,1,0,Transient-Party,PRT,78.84,1,78.84,No Deposit,Direct,Online TA
City Hotel,1,2,2015,12,1,0,Transient,BEL,57.98,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,44,2016,11,0,3,Transient,ITA,121.93,3,0.0,No Deposit,GDS,Online TA
Resort Hotel,0,1,2017,12,0,1,Transient,PRT,30.81,1,30.81,No Deposit,Direct,Corporate
City Hotel,0,43,2016,1,0,4,Transient,PRT,92.5,4,370.01,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,504,2016,4,1,1,Transient,ROU,96.23,2,192.45,No Deposit,Direct,Online TA
City Hotel,1,20,2015,3,2,3,Transient,CHE,152.07,5,0.0,No Deposit,TA/TO,Groups
City Hotel,1,256,2017,10,1,0,Contract,DEU,159.14,1,0.0,No Deposit,Corporate,Online TA
City Hotel,0,2,2017,10,1,1,Contract,GBR,131.42,2,262.84,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,20,2016,11,0,0,Transient,FRA,165.99,1,165.99,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,244,2017,6,1,1,Transient,IRL,155.14,2,310.29,No Deposit,TA/TO,Groups
Resort Hotel,0,24,2016,11,1,0,Transient,PRT,71.06,1,71.06,Non Refund,TA/TO,Complementary
Resort Hotel,1,33,2017,8,0,4,Transient,DEU,81.96,4,0.0,No Deposit,TA/TO,Complementary
Resort Hotel,0,190,2015,4,2,0,Transient,PRT,40.03,2,80.06,No Deposit,TA/TO,Online TA
City Hotel,1,168,2016,2,1,4,Transient,USA,136.77,5,0.0,No Deposit,TA/TO,Direct
Resort Hotel,1,92,2017,6,0,0,Transient,CHE,152.04,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,146,2015,9,1,1,Transient,ROU,122.26,2,0.0,No Deposit,Direct,Online TA
Resort Hotel,1,134,2017,4,0,4,Transient-Party,NLD,144.98,4,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,221,2016,8,0,1,Contract,NLD,124.32,1,124.32,No Deposit,TA/TO,Online TA
City Hotel,0,46,2015,7,3,0,Contract,PRT,139.05,3,417.14,No Deposit,TA/TO,Complementary
City Hotel,1,198,2016,4,0,0,Transient,GBR,189.44,1,0.0,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,6,2016,8,0,2,Transient-Party,FRA,68.9,2,137.79,No Deposit,TA/TO,Online TA
Resort Hotel,0,44,2017,10,1,2,Transient-Party,ITA,125.83,3,377.49,No Deposit,TA/TO,Online TA
City Hotel,0,36,2015,8,1,2,Transient,PRT,114.32,3,342.96,Non Refund,TA/TO,Corporate
Resort Hotel,0,20,2016,7,1,1,Contract,PRT,83.38,2,166.77,No Deposit,TA/TO,Online TA
Resort Hotel,0,48,2017,4,1,3,Transient,PRT,136.53,4,546.12,No Deposit,TA/TO,Online TA
City Hotel,0,5,2017,1,1,3,Transient,BRA,124.92,4,499.67,No Deposit,TA/TO,Groups
Resort Hotel,0,168,2016,4,1,0,Transient,PRT,80.26,1,80.26,No Deposit,Corporate,Complementary
City Hotel,1,17,2015,5,0,0,Transient,DEU,146.41,1,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,216,2015,4,1,4,Transient,PRT,66.55,5,332.73,No Deposit,TA/TO,Online TA
City Hotel,1,108,2016,8,2,3,Transient,USA,103.29,5,0.0,No Deposit,TA/TO,Online TA
City Hotel,1,8,2017,5,0,1,Transient,GBR,122.01,1,0.0,No Deposit,TA/TO,Groups
Resort Hotel,0,2,2016,7,1,2,Contract,ITA,111.25,3,333.76,No Deposit,GDS,Corporate
City Hotel,0,79,2016,1,3,2,Transient,GBR,118.33,5,591.63,No Deposit,Corporate,Online TA
City Hotel,0,26,2017,2,1,0,Transient,USA,163.54,1,163.54,No Deposit,TA/TO,Direct
Resort Hotel,0,51,2016,8,0,1,Transient,BEL,110.02,1,110.02,Non Refund,Direct,Aviation
City Hotel,1,239,2016,8,0,2,Transient,GBR,121.83,2,0.0,No Deposit,TA/TO,Online TA
Resort Hotel,1,323,2016,5,0,0,Transient,SWE,127.26,1,0.0,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,173,2016,11,1,0,Transient,RUS,118.02,1,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,16,2017,12,1,1,Transient,PRT,133.35,2,266.7,No Deposit,TA/TO,Online TA
City Hotel,0,492,2016,10,2,2,Contract,ROU,60.24,4,240.95,No Deposit,TA/TO,Online TA
Resort Hotel,0,0,2017,11,1,0,Transient,GBR,60.33,1,60.33,Non Refund,Direct,Offline TA/TO
Resort Hotel,0,85,2015,5,0,1,Transient,PRT,84.82,1,84.82,Non Refund,TA/TO,Online TA
City Hotel,0,10,2017,4,2,1,Transient,NLD,46.69,3,140.08,No Deposit,TA/TO,Online TA
Resort Hotel,0,2,2017,7,2,2,Transient,IRL,101.34,4,405.37,No Deposit,TA/TO,Aviation
City Hotel,1,100,2017,4,1,0,Transient,GBR,81.06,1,0.0,No Deposit,Direct,Online TA
City Hotel,0,119,2017,12,0,0,Transient,PRT,109.22,1,109.22,No Deposit,TA/TO,Direct
City Hotel,0,11,2016,3,0,0,Transient,CHE,105.35,1,105.35,No Deposit,Corporate,Offline TA/TO
Resort Hotel,0,139,2015,1,0,0,Transient,PRT,154.08,1,154.08,No Deposit,TA/TO,Aviation
City Hotel,0,616,2016,12,3,0,Transient,SWE,88.28,3,264.85,No Deposit,TA/TO,Online TA
Resort Hotel,0,363,2016,9,2,2,Contract,AUS,115.72,4,462.87,No Deposit,Direct,Offline TA/TO
Resort Hotel,0,73,2017,6,0,2,Transient-Party,IRL,86.17,2,172.35,No Deposit,Corporate,Complementary
Resort Hotel,0,9,2016,3,0,2,Contract,GBR,103.31,2,206.61,No Deposit,TA/TO,Corporate
City Hotel,0,708,2016,7,2,0,Transient,GBR,86.74,2,173.49,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,27,2016,1,0,0,Transient,POL,136.51,1,136.51,No Deposit,Direct,Online TA
City Hotel,1,17,2017,10,3,2,Transient,BRA,108.68,5,0.0,No Deposit,Direct,Corporate
Resort Hotel,1,211,2016,5,2,0,Transient,PRT,95.69,2,0.0,No Deposit,TA/TO,Direct
Resort Hotel,0,105,2017,2,2,1,Transient,NOR,139.54,3,418.63,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,1,549,2015,10,1,3,Transient,NOR,124.48,4,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,23,2016,8,1,2,Transient,USA,96.33,3,288.99,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,13,2017,5,2,0,Transient-Party,ITA,85.43,2,170.86,No Deposit,Direct,Offline TA/TO
Resort Hotel,0,120,2017,9,1,0,Transient-Party,FRA,115.7,1,115.7,No Deposit,TA/TO,Online TA
Resort Hotel,0,126,2016,9,0,0,Contract,IRL,108.46,1,108.46,No Deposit,TA/TO,Offline TA/TO
Resort Hotel,0,7,2015,7,2,0,Transient,AUT,119.29,2,238.58,No Deposit,TA/TO,Groups
City Hotel,1,74,2016,2,3,0,Transient,NLD,108.87,3,0.0,No Deposit,TA/TO,Online TA
City Hotel,0,159,2017,1,1,0,Contract,AUT,84.78,1,84.78,No Deposit,TA/TO,Offline TA/TO
City Hotel,0,62,2015,8,1,1,Transient,FRA,111.43,2,222.86,No Deposit,TA/TO,Offline TA/TO
City Hotel,1,113,2016,1,1,3,Transient,GBR,70.35,4,0.0,Non Refund,TA/TO,Offline TA/TO
